user_id,tariff,month,minutes_spent,messages_sent,gb_used,minutes_included,messages_included,mb_per_month_included,rub_per_minute,rub_per_message,rub_per_gb,rub_monthly_fee,city,revenue
1112,smart,10,549,98,14,500,50,15360,3,3,200,550,Ульяновск,841.0
1112,smart,11,431,102,14,500,50,15360,3,3,200,550,Ульяновск,706.0
1112,smart,12,544,143,22,500,50,15360,3,3,200,550,Ульяновск,2361.0
1113,smart,1,110,14,1,500,50,15360,3,3,200,550,Чита,550.0
1113,smart,2,543,39,10,500,50,15360,3,3,200,550,Чита,679.0
1113,smart,3,530,43,17,500,50,15360,3,3,200,550,Чита,1040.0
1113,smart,4,785,42,17,500,50,15360,3,3,200,550,Чита,1805.0
1113,smart,5,501,57,17,500,50,15360,3,3,200,550,Чита,974.0
1113,smart,6,628,40,8,500,50,15360,3,3,200,550,Чита,934.0
1113,smart,7,692,44,15,500,50,15360,3,3,200,550,Чита,1126.0
1113,smart,8,654,42,11,500,50,15360,3,3,200,550,Чита,1012.0
1113,smart,9,638,37,13,500,50,15360,3,3,200,550,Чита,964.0
1113,smart,10,561,42,14,500,50,15360,3,3,200,550,Чита,733.0
1113,smart,11,673,31,15,500,50,15360,3,3,200,550,Чита,1069.0
1113,smart,12,710,37,12,500,50,15360,3,3,200,550,Чита,1180.0
1114,smart,7,80,0,2,500,50,15360,3,3,200,550,Пермь,550.0
1114,smart,8,418,0,14,500,50,15360,3,3,200,550,Пермь,550.0
1114,smart,9,406,0,11,500,50,15360,3,3,200,550,Пермь,550.0
1114,smart,10,381,0,14,500,50,15360,3,3,200,550,Пермь,550.0
1114,smart,11,397,0,7,500,50,15360,3,3,200,550,Пермь,550.0
1114,smart,12,449,0,14,500,50,15360,3,3,200,550,Пермь,550.0
1115,smart,7,70,3,1,500,50,15360,3,3,200,550,Москва,550.0
1115,smart,8,628,36,10,500,50,15360,3,3,200,550,Москва,934.0
1115,smart,9,652,26,14,500,50,15360,3,3,200,550,Москва,1006.0
1115,smart,10,495,32,8,500,50,15360,3,3,200,550,Москва,550.0
1115,smart,11,437,32,11,500,50,15360,3,3,200,550,Москва,550.0
1115,smart,12,622,39,12,500,50,15360,3,3,200,550,Москва,916.0
1116,smart,4,168,0,10,500,50,15360,3,3,200,550,Петрозаводск,550.0
1116,smart,5,326,0,11,500,50,15360,3,3,200,550,Петрозаводск,550.0
1116,smart,6,370,0,14,500,50,15360,3,3,200,550,Петрозаводск,550.0
1116,smart,7,286,0,15,500,50,15360,3,3,200,550,Петрозаводск,550.0
1116,smart,8,306,0,15,500,50,15360,3,3,200,550,Петрозаводск,550.0
1116,smart,9,272,0,14,500,50,15360,3,3,200,550,Петрозаводск,550.0
1116,smart,10,366,0,12,500,50,15360,3,3,200,550,Петрозаводск,550.0
1116,smart,11,288,0,20,500,50,15360,3,3,200,550,Петрозаводск,1550.0
1116,smart,12,420,0,16,500,50,15360,3,3,200,550,Петрозаводск,750.0
1117,smart,12,282,0,12,500,50,15360,3,3,200,550,Тюмень,550.0
1118,smart,3,547,0,11,500,50,15360,3,3,200,550,Казань,691.0
1118,smart,4,752,0,14,500,50,15360,3,3,200,550,Казань,1306.0
1118,smart,5,582,0,16,500,50,15360,3,3,200,550,Казань,996.0
1118,smart,6,681,0,14,500,50,15360,3,3,200,550,Казань,1093.0
1118,smart,7,839,0,15,500,50,15360,3,3,200,550,Казань,1567.0
1118,smart,8,747,0,18,500,50,15360,3,3,200,550,Казань,1891.0
1118,smart,9,766,0,15,500,50,15360,3,3,200,550,Казань,1348.0
1118,smart,10,581,0,17,500,50,15360,3,3,200,550,Казань,1193.0
1118,smart,11,567,0,13,500,50,15360,3,3,200,550,Казань,751.0
1118,smart,12,626,0,14,500,50,15360,3,3,200,550,Казань,928.0
1119,smart,4,65,13,9,500,50,15360,3,3,200,550,Петрозаводск,550.0
1119,smart,5,171,49,21,500,50,15360,3,3,200,550,Петрозаводск,1750.0
1119,smart,6,254,47,22,500,50,15360,3,3,200,550,Петрозаводск,1950.0
1119,smart,7,277,44,20,500,50,15360,3,3,200,550,Петрозаводск,1550.0
1119,smart,8,272,51,17,500,50,15360,3,3,200,550,Петрозаводск,953.0
1119,smart,9,280,43,20,500,50,15360,3,3,200,550,Петрозаводск,1550.0
1119,smart,10,214,61,26,500,50,15360,3,3,200,550,Петрозаводск,2783.0
1119,smart,11,243,41,23,500,50,15360,3,3,200,550,Петрозаводск,2150.0
1119,smart,12,194,47,19,500,50,15360,3,3,200,550,Петрозаводск,1350.0
1120,ultra,1,55,0,1,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1120,ultra,2,162,0,5,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1120,ultra,3,279,0,13,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1120,ultra,4,273,0,11,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1120,ultra,5,311,0,17,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1120,ultra,6,345,0,12,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1120,ultra,7,317,0,14,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1120,ultra,8,304,0,8,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1120,ultra,9,266,0,10,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1120,ultra,10,371,0,6,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1120,ultra,11,310,0,13,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1120,ultra,12,264,0,8,3000,1000,30720,1,1,150,1950,Краснодар,1950.0
1121,smart,5,290,33,12,500,50,15360,3,3,200,550,Белгород,550.0
1121,smart,6,584,50,16,500,50,15360,3,3,200,550,Белгород,1002.0
1121,smart,7,509,36,14,500,50,15360,3,3,200,550,Белгород,577.0
1121,smart,8,420,29,21,500,50,15360,3,3,200,550,Белгород,1750.0
1121,smart,9,365,34,19,500,50,15360,3,3,200,550,Белгород,1350.0
1121,smart,10,513,46,13,500,50,15360,3,3,200,550,Белгород,589.0
1121,smart,11,448,29,14,500,50,15360,3,3,200,550,Белгород,550.0
1121,smart,12,531,47,15,500,50,15360,3,3,200,550,Белгород,643.0
1122,ultra,11,481,83,7,3000,1000,30720,1,1,150,1950,Воронеж,1950.0
1122,ultra,12,458,117,10,3000,1000,30720,1,1,150,1950,Воронеж,1950.0
1123,smart,3,234,6,8,500,50,15360,3,3,200,550,Краснодар,550.0
1123,smart,4,585,19,17,500,50,15360,3,3,200,550,Краснодар,1205.0
1123,smart,5,546,21,23,500,50,15360,3,3,200,550,Краснодар,2288.0
1123,smart,6,476,16,20,500,50,15360,3,3,200,550,Краснодар,1550.0
1123,smart,7,561,20,17,500,50,15360,3,3,200,550,Краснодар,1133.0
1123,smart,8,704,16,19,500,50,15360,3,3,200,550,Краснодар,1962.0
1123,smart,9,673,10,20,500,50,15360,3,3,200,550,Краснодар,2069.0
1123,smart,10,591,17,18,500,50,15360,3,3,200,550,Краснодар,1423.0
1123,smart,11,548,16,18,500,50,15360,3,3,200,550,Краснодар,1294.0
1123,smart,12,764,19,18,500,50,15360,3,3,200,550,Краснодар,1942.0
1124,ultra,9,209,32,9,3000,1000,30720,1,1,150,1950,Махачкала,1950.0
1124,ultra,10,1225,121,49,3000,1000,30720,1,1,150,1950,Махачкала,4800.0
1124,ultra,11,1127,95,36,3000,1000,30720,1,1,150,1950,Махачкала,2850.0
1124,ultra,12,1106,120,39,3000,1000,30720,1,1,150,1950,Махачкала,3300.0
1125,smart,9,332,8,13,500,50,15360,3,3,200,550,Волгоград,550.0
1125,smart,10,219,7,11,500,50,15360,3,3,200,550,Волгоград,550.0
1125,smart,11,393,7,15,500,50,15360,3,3,200,550,Волгоград,550.0
1125,smart,12,317,2,16,500,50,15360,3,3,200,550,Волгоград,750.0
1126,ultra,1,272,4,16,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1126,ultra,2,531,2,20,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1126,ultra,3,556,6,25,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1126,ultra,4,689,6,27,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1126,ultra,5,457,1,27,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1126,ultra,6,589,6,29,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1126,ultra,7,352,5,28,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1126,ultra,8,584,5,29,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1126,ultra,9,534,1,26,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1126,ultra,10,503,7,20,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1126,ultra,11,508,2,27,3000,1000,30720,1,1,150,1950,Санкт-Петербург,1950.0
1126,ultra,12,614,3,33,3000,1000,30720,1,1,150,1950,Санкт-Петербург,2400.0
1127,smart,4,189,42,10,500,50,15360,3,3,200,550,Казань,550.0
1127,smart,5,209,75,14,500,50,15360,3,3,200,550,Казань,625.0
1127,smart,6,208,87,14,500,50,15360,3,3,200,550,Казань,661.0
1127,smart,7,308,69,17,500,50,15360,3,3,200,550,Казань,1007.0
1127,smart,8,173,82,19,500,50,15360,3,3,200,550,Казань,1446.0
1127,smart,9,272,73,16,500,50,15360,3,3,200,550,Казань,819.0
1127,smart,10,249,72,14,500,50,15360,3,3,200,550,Казань,616.0
1127,smart,11,402,69,16,500,50,15360,3,3,200,550,Казань,807.0
1127,smart,12,234,79,13,500,50,15360,3,3,200,550,Казань,637.0
1129,smart,12,452,0,17,500,50,15360,3,3,200,550,Курган,950.0
1130,smart,4,389,63,15,500,50,15360,3,3,200,550,Тюмень,589.0
1130,smart,5,521,58,19,500,50,15360,3,3,200,550,Тюмень,1437.0
1130,smart,6,648,69,18,500,50,15360,3,3,200,550,Тюмень,1651.0
1130,smart,7,449,56,19,500,50,15360,3,3,200,550,Тюмень,1368.0
1130,smart,8,499,60,17,500,50,15360,3,3,200,550,Тюмень,980.0
1130,smart,9,583,64,24,500,50,15360,3,3,200,550,Тюмень,2641.0
1130,smart,10,394,61,15,500,50,15360,3,3,200,550,Тюмень,583.0
1130,smart,11,577,72,16,500,50,15360,3,3,200,550,Тюмень,1047.0
1130,smart,12,580,55,19,500,50,15360,3,3,200,550,Тюмень,1605.0
1131,smart,12,263,30,21,500,50,15360,3,3,200,550,Чита,1750.0
1132,smart,9,671,0,16,500,50,15360,3,3,200,550,Москва,1263.0
1132,smart,10,567,0,14,500,50,15360,3,3,200,550,Москва,751.0
1132,smart,11,544,0,16,500,50,15360,3,3,200,550,Москва,882.0
1132,smart,12,609,0,17,500,50,15360,3,3,200,550,Москва,1277.0
1133,smart,10,224,15,7,500,50,15360,3,3,200,550,Барнаул,550.0
1133,smart,11,690,23,13,500,50,15360,3,3,200,550,Барнаул,1120.0
1133,smart,12,648,31,15,500,50,15360,3,3,200,550,Барнаул,994.0
1134,smart,1,332,32,10,500,50,15360,3,3,200,550,Красноярск,550.0
1134,smart,2,458,47,13,500,50,15360,3,3,200,550,Красноярск,550.0
1134,smart,3,461,57,20,500,50,15360,3,3,200,550,Красноярск,1571.0
1134,smart,4,419,44,17,500,50,15360,3,3,200,550,Красноярск,950.0
1134,smart,5,385,68,14,500,50,15360,3,3,200,550,Красноярск,604.0
1134,smart,6,518,48,19,500,50,15360,3,3,200,550,Красноярск,1404.0
1134,smart,7,543,74,12,500,50,15360,3,3,200,550,Красноярск,751.0
1134,smart,8,527,66,17,500,50,15360,3,3,200,550,Красноярск,1079.0
1134,smart,9,333,62,12,500,50,15360,3,3,200,550,Красноярск,586.0
1134,smart,10,549,72,16,500,50,15360,3,3,200,550,Красноярск,963.0
1134,smart,11,596,50,16,500,50,15360,3,3,200,550,Красноярск,1038.0
1134,smart,12,468,64,16,500,50,15360,3,3,200,550,Красноярск,792.0
1135,smart,1,90,1,2,500,50,15360,3,3,200,550,Архангельск,550.0
1135,smart,2,439,24,19,500,50,15360,3,3,200,550,Архангельск,1350.0
1135,smart,3,442,15,15,500,50,15360,3,3,200,550,Архангельск,550.0
1135,smart,4,378,13,19,500,50,15360,3,3,200,550,Архангельск,1350.0
1135,smart,5,346,17,17,500,50,15360,3,3,200,550,Архангельск,950.0
1135,smart,6,564,25,18,500,50,15360,3,3,200,550,Архангельск,1342.0
1135,smart,7,382,22,19,500,50,15360,3,3,200,550,Архангельск,1350.0
1135,smart,8,654,21,18,500,50,15360,3,3,200,550,Архангельск,1612.0
1135,smart,9,535,14,20,500,50,15360,3,3,200,550,Архангельск,1655.0
1135,smart,10,346,25,18,500,50,15360,3,3,200,550,Архангельск,1150.0
1135,smart,11,427,27,24,500,50,15360,3,3,200,550,Архангельск,2350.0
1135,smart,12,359,24,19,500,50,15360,3,3,200,550,Архангельск,1350.0
1136,smart,11,147,26,9,500,50,15360,3,3,200,550,Липецк,550.0
1136,smart,12,471,90,31,500,50,15360,3,3,200,550,Липецк,3870.0
1137,smart,12,705,19,16,500,50,15360,3,3,200,550,Кемерово,1365.0
1138,smart,7,483,7,16,500,50,15360,3,3,200,550,Екатеринбург,750.0
1138,smart,8,859,3,29,500,50,15360,3,3,200,550,Екатеринбург,4427.0
1138,smart,9,701,2,24,500,50,15360,3,3,200,550,Екатеринбург,2953.0
1138,smart,10,562,9,27,500,50,15360,3,3,200,550,Екатеринбург,3136.0
1138,smart,11,526,7,22,500,50,15360,3,3,200,550,Екатеринбург,2028.0
1138,smart,12,527,8,25,500,50,15360,3,3,200,550,Екатеринбург,2631.0
1139,smart,11,360,31,10,500,50,15360,3,3,200,550,Казань,550.0
1139,smart,12,572,53,16,500,50,15360,3,3,200,550,Казань,975.0
1140,smart,12,571,31,20,500,50,15360,3,3,200,550,Киров,1763.0
1141,smart,12,211,1,15,500,50,15360,3,3,200,550,Москва,550.0
1142,smart,3,81,8,5,500,50,15360,3,3,200,550,Новосибирск,550.0
1142,smart,4,475,24,22,500,50,15360,3,3,200,550,Новосибирск,1950.0
1142,smart,5,468,42,24,500,50,15360,3,3,200,550,Новосибирск,2350.0
1142,smart,6,503,46,17,500,50,15360,3,3,200,550,Новосибирск,959.0
1142,smart,7,515,57,16,500,50,15360,3,3,200,550,Новосибирск,816.0
1142,smart,8,354,43,20,500,50,15360,3,3,200,550,Новосибирск,1550.0
1142,smart,9,465,33,13,500,50,15360,3,3,200,550,Новосибирск,550.0
1142,smart,10,457,44,21,500,50,15360,3,3,200,550,Новосибирск,1750.0
1142,smart,11,478,43,22,500,50,15360,3,3,200,550,Новосибирск,1950.0
1142,smart,12,437,40,19,500,50,15360,3,3,200,550,Новосибирск,1350.0
1143,ultra,4,65,0,3,3000,1000,30720,1,1,150,1950,Пермь,1950.0
1143,ultra,5,746,0,21,3000,1000,30720,1,1,150,1950,Пермь,1950.0
1143,ultra,6,479,0,27,3000,1000,30720,1,1,150,1950,Пермь,1950.0
1143,ultra,7,767,0,26,3000,1000,30720,1,1,150,1950,Пермь,1950.0
1143,ultra,8,615,0,12,3000,1000,30720,1,1,150,1950,Пермь,1950.0
1143,ultra,9,633,0,23,3000,1000,30720,1,1,150,1950,Пермь,1950.0
1143,ultra,10,724,0,20,3000,1000,30720,1,1,150,1950,Пермь,1950.0
1143,ultra,11,474,0,21,3000,1000,30720,1,1,150,1950,Пермь,1950.0
1143,ultra,12,813,0,23,3000,1000,30720,1,1,150,1950,Пермь,1950.0
1144,smart,4,32,3,1,500,50,15360,3,3,200,550,Улан-Удэ,550.0
1144,smart,5,541,61,20,500,50,15360,3,3,200,550,Улан-Удэ,1706.0
1144,smart,6,468,51,17,500,50,15360,3,3,200,550,Улан-Удэ,953.0
1144,smart,7,398,80,13,500,50,15360,3,3,200,550,Улан-Удэ,640.0
1144,smart,8,349,68,16,500,50,15360,3,3,200,550,Улан-Удэ,804.0
1144,smart,9,516,55,19,500,50,15360,3,3,200,550,Улан-Удэ,1413.0
1144,smart,10,416,51,17,500,50,15360,3,3,200,550,Улан-Удэ,953.0
1144,smart,11,523,51,13,500,50,15360,3,3,200,550,Улан-Удэ,622.0
1144,smart,12,388,66,18,500,50,15360,3,3,200,550,Улан-Удэ,1198.0
1145,smart,4,348,60,7,500,50,15360,3,3,200,550,Тюмень,580.0
1145,smart,5,508,103,17,500,50,15360,3,3,200,550,Тюмень,1133.0
1145,smart,6,397,99,13,500,50,15360,3,3,200,550,Тюмень,697.0
1145,smart,7,520,111,21,500,50,15360,3,3,200,550,Тюмень,1993.0
1145,smart,8,523,111,17,500,50,15360,3,3,200,550,Тюмень,1202.0
1145,smart,9,454,87,19,500,50,15360,3,3,200,550,Тюмень,1461.0
1145,smart,10,497,78,16,500,50,15360,3,3,200,550,Тюмень,834.0
1145,smart,11,367,101,12,500,50,15360,3,3,200,550,Тюмень,703.0
1145,smart,12,524,105,13,500,50,15360,3,3,200,550,Тюмень,787.0
1146,smart,5,126,22,4,500,50,15360,3,3,200,550,Санкт-Петербург,550.0
1146,smart,6,532,92,15,500,50,15360,3,3,200,550,Санкт-Петербург,772.0
1146,smart,7,471,99,22,500,50,15360,3,3,200,550,Санкт-Петербург,2097.0
1146,smart,8,438,93,20,500,50,15360,3,3,200,550,Санкт-Петербург,1679.0
1146,smart,9,424,90,13,500,50,15360,3,3,200,550,Санкт-Петербург,670.0
1146,smart,10,634,78,17,500,50,15360,3,3,200,550,Санкт-Петербург,1436.0
1146,smart,11,499,92,22,500,50,15360,3,3,200,550,Санкт-Петербург,2076.0
1146,smart,12,496,90,18,500,50,15360,3,3,200,550,Санкт-Петербург,1270.0
1147,smart,7,247,26,13,500,50,15360,3,3,200,550,Якутск,550.0
1147,smart,8,243,36,20,500,50,15360,3,3,200,550,Якутск,1550.0
1147,smart,9,382,35,22,500,50,15360,3,3,200,550,Якутск,1950.0
1147,smart,10,373,42,22,500,50,15360,3,3,200,550,Якутск,1950.0
1147,smart,11,266,36,20,500,50,15360,3,3,200,550,Якутск,1550.0
1147,smart,12,340,29,24,500,50,15360,3,3,200,550,Якутск,2350.0
1148,ultra,4,329,10,21,3000,1000,30720,1,1,150,1950,Тольятти,1950.0
1148,ultra,5,870,23,34,3000,1000,30720,1,1,150,1950,Тольятти,2550.0
1148,ultra,6,747,15,32,3000,1000,30720,1,1,150,1950,Тольятти,2250.0
1148,ultra,7,936,20,35,3000,1000,30720,1,1,150,1950,Тольятти,2700.0
1148,ultra,8,717,14,34,3000,1000,30720,1,1,150,1950,Тольятти,2550.0
1148,ultra,9,787,10,33,3000,1000,30720,1,1,150,1950,Тольятти,2400.0
1148,ultra,10,810,12,32,3000,1000,30720,1,1,150,1950,Тольятти,2250.0
1148,ultra,11,709,10,38,3000,1000,30720,1,1,150,1950,Тольятти,3150.0
1148,ultra,12,835,12,36,3000,1000,30720,1,1,150,1950,Тольятти,2850.0
1149,smart,5,68,34,11,500,50,15360,3,3,200,550,Мурманск,550.0
1149,smart,6,159,91,23,500,50,15360,3,3,200,550,Мурманск,2273.0
1149,smart,7,242,85,26,500,50,15360,3,3,200,550,Мурманск,2855.0
1149,smart,8,173,99,25,500,50,15360,3,3,200,550,Мурманск,2697.0
1149,smart,9,243,99,25,500,50,15360,3,3,200,550,Мурманск,2697.0
1149,smart,10,261,77,21,500,50,15360,3,3,200,550,Мурманск,1831.0
1149,smart,11,281,74,25,500,50,15360,3,3,200,550,Мурманск,2622.0
1149,smart,12,156,73,24,500,50,15360,3,3,200,550,Мурманск,2419.0
1150,ultra,8,372,116,15,3000,1000,30720,1,1,150,1950,Сургут,1950.0
1150,ultra,9,430,137,12,3000,1000,30720,1,1,150,1950,Сургут,1950.0
1150,ultra,10,368,133,26,3000,1000,30720,1,1,150,1950,Сургут,1950.0
1150,ultra,11,438,118,15,3000,1000,30720,1,1,150,1950,Сургут,1950.0
1150,ultra,12,645,126,17,3000,1000,30720,1,1,150,1950,Сургут,1950.0
1151,ultra,9,375,5,3,3000,1000,30720,1,1,150,1950,Пенза,1950.0
1151,ultra,10,670,18,5,3000,1000,30720,1,1,150,1950,Пенза,1950.0
1151,ultra,11,692,18,4,3000,1000,30720,1,1,150,1950,Пенза,1950.0
1151,ultra,12,691,15,4,3000,1000,30720,1,1,150,1950,Пенза,1950.0
1152,ultra,2,172,0,17,3000,1000,30720,1,1,150,1950,Мурманск,1950.0
1152,ultra,3,389,0,25,3000,1000,30720,1,1,150,1950,Мурманск,1950.0
1152,ultra,4,281,0,28,3000,1000,30720,1,1,150,1950,Мурманск,1950.0
1152,ultra,5,345,0,27,3000,1000,30720,1,1,150,1950,Мурманск,1950.0
1152,ultra,6,291,0,27,3000,1000,30720,1,1,150,1950,Мурманск,1950.0
1152,ultra,7,294,0,17,3000,1000,30720,1,1,150,1950,Мурманск,1950.0
1152,ultra,8,239,0,28,3000,1000,30720,1,1,150,1950,Мурманск,1950.0
1152,ultra,9,288,0,21,3000,1000,30720,1,1,150,1950,Мурманск,1950.0
1152,ultra,10,243,0,23,3000,1000,30720,1,1,150,1950,Мурманск,1950.0
1152,ultra,11,421,0,22,3000,1000,30720,1,1,150,1950,Мурманск,1950.0
1152,ultra,12,415,0,29,3000,1000,30720,1,1,150,1950,Мурманск,1950.0
1153,smart,10,329,0,8,500,50,15360,3,3,200,550,Ульяновск,550.0
1153,smart,11,624,0,16,500,50,15360,3,3,200,550,Ульяновск,1122.0
1153,smart,12,648,0,26,500,50,15360,3,3,200,550,Ульяновск,3194.0
1154,smart,6,197,17,17,500,50,15360,3,3,200,550,Волжский,950.0
1154,smart,7,169,13,17,500,50,15360,3,3,200,550,Волжский,950.0
1154,smart,8,193,15,13,500,50,15360,3,3,200,550,Волжский,550.0
1154,smart,9,279,14,16,500,50,15360,3,3,200,550,Волжский,750.0
1154,smart,10,185,17,14,500,50,15360,3,3,200,550,Волжский,550.0
1154,smart,11,275,15,19,500,50,15360,3,3,200,550,Волжский,1350.0
1154,smart,12,280,14,17,500,50,15360,3,3,200,550,Волжский,950.0
1155,smart,1,337,48,20,500,50,15360,3,3,200,550,Ставрополь,1550.0
1155,smart,2,258,48,19,500,50,15360,3,3,200,550,Ставрополь,1350.0
1155,smart,3,401,48,16,500,50,15360,3,3,200,550,Ставрополь,750.0
1155,smart,4,288,47,16,500,50,15360,3,3,200,550,Ставрополь,750.0
1155,smart,5,360,42,12,500,50,15360,3,3,200,550,Ставрополь,550.0
1155,smart,6,289,40,17,500,50,15360,3,3,200,550,Ставрополь,950.0
1155,smart,7,371,47,23,500,50,15360,3,3,200,550,Ставрополь,2150.0
1155,smart,8,265,52,19,500,50,15360,3,3,200,550,Ставрополь,1356.0
1155,smart,9,503,52,16,500,50,15360,3,3,200,550,Ставрополь,765.0
1155,smart,10,318,59,12,500,50,15360,3,3,200,550,Ставрополь,577.0
1155,smart,11,554,47,16,500,50,15360,3,3,200,550,Ставрополь,912.0
1155,smart,12,350,46,16,500,50,15360,3,3,200,550,Ставрополь,750.0
1156,ultra,11,119,2,7,3000,1000,30720,1,1,150,1950,Набережные Челны,1950.0
1156,ultra,12,188,6,12,3000,1000,30720,1,1,150,1950,Набережные Челны,1950.0
1157,smart,2,90,0,4,500,50,15360,3,3,200,550,Москва,550.0
1157,smart,3,322,0,16,500,50,15360,3,3,200,550,Москва,750.0
1157,smart,4,352,0,27,500,50,15360,3,3,200,550,Москва,2950.0
1157,smart,5,448,0,22,500,50,15360,3,3,200,550,Москва,1950.0
1157,smart,6,419,0,25,500,50,15360,3,3,200,550,Москва,2550.0
1157,smart,7,491,0,19,500,50,15360,3,3,200,550,Москва,1350.0
1157,smart,8,450,0,18,500,50,15360,3,3,200,550,Москва,1150.0
1157,smart,9,540,0,20,500,50,15360,3,3,200,550,Москва,1670.0
1157,smart,10,416,0,27,500,50,15360,3,3,200,550,Москва,2950.0
1157,smart,11,408,0,19,500,50,15360,3,3,200,550,Москва,1350.0
1157,smart,12,464,0,28,500,50,15360,3,3,200,550,Москва,3150.0
1158,smart,2,371,55,13,500,50,15360,3,3,200,550,Новокузнецк,565.0
1158,smart,3,262,57,13,500,50,15360,3,3,200,550,Новокузнецк,571.0
1158,smart,4,411,60,12,500,50,15360,3,3,200,550,Новокузнецк,580.0
1158,smart,5,377,72,12,500,50,15360,3,3,200,550,Новокузнецк,616.0
1158,smart,6,399,51,16,500,50,15360,3,3,200,550,Новокузнецк,753.0
1158,smart,7,546,69,13,500,50,15360,3,3,200,550,Новокузнецк,745.0
1158,smart,8,339,64,15,500,50,15360,3,3,200,550,Новокузнецк,592.0
1158,smart,9,322,65,13,500,50,15360,3,3,200,550,Новокузнецк,595.0
1158,smart,10,468,62,16,500,50,15360,3,3,200,550,Новокузнецк,786.0
1158,smart,11,291,68,13,500,50,15360,3,3,200,550,Новокузнецк,604.0
1158,smart,12,363,48,14,500,50,15360,3,3,200,550,Новокузнецк,550.0
1159,smart,11,85,0,3,500,50,15360,3,3,200,550,Красноярск,550.0
1159,smart,12,734,2,35,500,50,15360,3,3,200,550,Красноярск,5252.0
1160,smart,7,307,46,13,500,50,15360,3,3,200,550,Ульяновск,550.0
1160,smart,8,411,41,18,500,50,15360,3,3,200,550,Ульяновск,1150.0
1160,smart,9,342,42,13,500,50,15360,3,3,200,550,Ульяновск,550.0
1160,smart,10,336,41,17,500,50,15360,3,3,200,550,Ульяновск,950.0
1160,smart,11,405,40,13,500,50,15360,3,3,200,550,Ульяновск,550.0
1160,smart,12,365,30,14,500,50,15360,3,3,200,550,Ульяновск,550.0
1161,smart,7,296,44,20,500,50,15360,3,3,200,550,Набережные Челны,1550.0
1161,smart,8,417,39,15,500,50,15360,3,3,200,550,Набережные Челны,550.0
1161,smart,9,390,44,17,500,50,15360,3,3,200,550,Набережные Челны,950.0
1161,smart,10,307,34,21,500,50,15360,3,3,200,550,Набережные Челны,1750.0
1161,smart,11,39,7,5,500,50,15360,3,3,200,550,Набережные Челны,550.0
1162,smart,10,112,0,12,500,50,15360,3,3,200,550,Москва,550.0
1162,smart,11,197,0,22,500,50,15360,3,3,200,550,Москва,1950.0
1162,smart,12,254,0,16,500,50,15360,3,3,200,550,Москва,750.0
1163,smart,11,395,35,13,500,50,15360,3,3,200,550,Москва,550.0
1163,smart,12,231,20,10,500,50,15360,3,3,200,550,Москва,550.0
1164,smart,4,423,33,12,500,50,15360,3,3,200,550,Магнитогорск,550.0
1164,smart,5,309,37,15,500,50,15360,3,3,200,550,Магнитогорск,550.0
1164,smart,6,332,37,14,500,50,15360,3,3,200,550,Магнитогорск,550.0
1164,smart,7,391,43,15,500,50,15360,3,3,200,550,Магнитогорск,550.0
1164,smart,8,262,25,12,500,50,15360,3,3,200,550,Магнитогорск,550.0
1164,smart,9,281,40,20,500,50,15360,3,3,200,550,Магнитогорск,1550.0
1164,smart,10,353,35,12,500,50,15360,3,3,200,550,Магнитогорск,550.0
1164,smart,11,264,28,17,500,50,15360,3,3,200,550,Магнитогорск,950.0
1164,smart,12,319,37,18,500,50,15360,3,3,200,550,Магнитогорск,1150.0
1165,ultra,10,138,107,22,3000,1000,30720,1,1,150,1950,Самара,1950.0
1165,ultra,11,232,197,42,3000,1000,30720,1,1,150,1950,Самара,3750.0
1165,ultra,12,278,224,32,3000,1000,30720,1,1,150,1950,Самара,2250.0
1166,ultra,8,108,50,7,3000,1000,30720,1,1,150,1950,Нижний Новгород,1950.0
1166,ultra,9,342,130,10,3000,1000,30720,1,1,150,1950,Нижний Новгород,1950.0
1166,ultra,10,425,115,14,3000,1000,30720,1,1,150,1950,Нижний Новгород,1950.0
1166,ultra,11,357,107,8,3000,1000,30720,1,1,150,1950,Нижний Новгород,1950.0
1166,ultra,12,407,118,13,3000,1000,30720,1,1,150,1950,Нижний Новгород,1950.0
